"GeneSym","source_desc","protein","cell","Tissue","target_id","weight"
"ECD",NA,"11319","Mero-95","Mesothelioma",-666,1
"EIF3B",NA,"8662","Mero-95","Mesothelioma",-666,1
"EIF4A3",NA,"9775","Mero-95","Mesothelioma",-666,1
"ERH",NA,"2079","Mero-95","Mesothelioma",-666,1
"ESPL1",NA,"9700","Mero-95","Mesothelioma",-666,1
"ETF1",NA,"2107","Mero-95","Mesothelioma",-666,1
"FARSB",NA,"10056","Mero-95","Mesothelioma",-666,1
"FAU",NA,"2197","Mero-95","Mesothelioma",-666,1
"FCF1",NA,"51077","Mero-95","Mesothelioma",-666,1
"GINS1",NA,"9837","Mero-95","Mesothelioma",-666,1
"GINS2",NA,"51659","Mero-95","Mesothelioma",-666,1
"GPN1",NA,"11321","Mero-95","Mesothelioma",-666,1
"GPN3",NA,"51184","Mero-95","Mesothelioma",-666,1
"GTF2B",NA,"2959","Mero-95","Mesothelioma",-666,1
"H2BC11",NA,"8970","Mero-95","Mesothelioma",-666,1
"HSPE1",NA,"3336","Mero-95","Mesothelioma",-666,1
"ISCU",NA,"23479","Mero-95","Mesothelioma",-666,1
"KARS1",NA,"3735","Mero-95","Mesothelioma",-666,1
"KIF11",NA,"3832","Mero-95","Mesothelioma",-666,1
"KIF23",NA,"9493","Mero-95","Mesothelioma",-666,1
"LSM2",NA,"57819","Mero-95","Mesothelioma",-666,1
"LSM6",NA,"11157","Mero-95","Mesothelioma",-666,1
"LSM7",NA,"51690","Mero-95","Mesothelioma",-666,1
"NFS1",NA,"9054","Mero-95","Mesothelioma",-666,1
"NIP7",NA,"51388","Mero-95","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","Mero-95","Mesothelioma",-666,1
"PCNA",NA,"5111","Mero-95","Mesothelioma",-666,1
"PFDN2",NA,"5202","Mero-95","Mesothelioma",-666,1
"PHB",NA,"5245","Mero-95","Mesothelioma",-666,1
"PHB2",NA,"11331","Mero-95","Mesothelioma",-666,1
"PHF5A",NA,"84844","Mero-95","Mesothelioma",-666,1
"PLK1",NA,"5347","Mero-95","Mesothelioma",-666,1
"POLD1",NA,"5424","Mero-95","Mesothelioma",-666,1
"POLR2B",NA,"5431","Mero-95","Mesothelioma",-666,1
"POLR2D",NA,"5433","Mero-95","Mesothelioma",-666,1
"POLR2L",NA,"5441","Mero-95","Mesothelioma",-666,1
"POLR3A",NA,"11128","Mero-95","Mesothelioma",-666,1
"POLR3K",NA,"51728","Mero-95","Mesothelioma",-666,1
"PRELID1",NA,"27166","Mero-95","Mesothelioma",-666,1
"PRPF31",NA,"26121","Mero-95","Mesothelioma",-666,1
"PRPF38A",NA,"84950","Mero-95","Mesothelioma",-666,1
"PRPF38B",NA,"55119","Mero-95","Mesothelioma",-666,1
"PRPF8",NA,"10594","Mero-95","Mesothelioma",-666,1
"PSMA1",NA,"5682","Mero-95","Mesothelioma",-666,1
"PSMA2",NA,"5683","Mero-95","Mesothelioma",-666,1
"PSMA3",NA,"5684","Mero-95","Mesothelioma",-666,1
"PSMB3",NA,"5691","Mero-95","Mesothelioma",-666,1
"PSMB4",NA,"5692","Mero-95","Mesothelioma",-666,1
"PUF60",NA,"22827","Mero-95","Mesothelioma",-666,1
"RAN",NA,"5901","Mero-95","Mesothelioma",-666,1
"RBM22",NA,"55696","Mero-95","Mesothelioma",-666,1
"RNGTT",NA,"8732","Mero-95","Mesothelioma",-666,1
"RPA1",NA,"6117","Mero-95","Mesothelioma",-666,1
"RPA3",NA,"6119","Mero-95","Mesothelioma",-666,1
"RPL10A",NA,"4736","Mero-95","Mesothelioma",-666,1
"RPL11",NA,"6135","Mero-95","Mesothelioma",-666,1
"RPL12",NA,"6136","Mero-95","Mesothelioma",-666,1
"RPL13",NA,"6137","Mero-95","Mesothelioma",-666,1
"RPL15",NA,"6138","Mero-95","Mesothelioma",-666,1
"RPL18",NA,"6141","Mero-95","Mesothelioma",-666,1
"RPL21",NA,"6144","Mero-95","Mesothelioma",-666,1
"RPL23",NA,"9349","Mero-95","Mesothelioma",-666,1
"RPL27A",NA,"6157","Mero-95","Mesothelioma",-666,1
"RPL31",NA,"6160","Mero-95","Mesothelioma",-666,1
"RPL32",NA,"6161","Mero-95","Mesothelioma",-666,1
"RPL4",NA,"6124","Mero-95","Mesothelioma",-666,1
"RPL5",NA,"6125","Mero-95","Mesothelioma",-666,1
"RPL6",NA,"6128","Mero-95","Mesothelioma",-666,1
"RPL8",NA,"6132","Mero-95","Mesothelioma",-666,1
"RPLP0",NA,"6175","Mero-95","Mesothelioma",-666,1
"RPS11",NA,"6205","Mero-95","Mesothelioma",-666,1
"RPS12",NA,"6206","Mero-95","Mesothelioma",-666,1
"RPS13",NA,"6207","Mero-95","Mesothelioma",-666,1
"RPS15A",NA,"6210","Mero-95","Mesothelioma",-666,1
"RPS16",NA,"6217","Mero-95","Mesothelioma",-666,1
"RPS18",NA,"6222","Mero-95","Mesothelioma",-666,1
"RPS19",NA,"6223","Mero-95","Mesothelioma",-666,1
"RPS20",NA,"6224","Mero-95","Mesothelioma",-666,1
"RPS24",NA,"6229","Mero-95","Mesothelioma",-666,1
"RPS27A",NA,"6233","Mero-95","Mesothelioma",-666,1
"RPS29",NA,"6235","Mero-95","Mesothelioma",-666,1
"RPS3",NA,"6188","Mero-95","Mesothelioma",-666,1
"RPS6",NA,"6194","Mero-95","Mesothelioma",-666,1
"RPS7",NA,"6201","Mero-95","Mesothelioma",-666,1
"RPS8",NA,"6202","Mero-95","Mesothelioma",-666,1
"RPS9",NA,"6203","Mero-95","Mesothelioma",-666,1
"RPSA",NA,"3921","Mero-95","Mesothelioma",-666,1
"RRM1",NA,"6240","Mero-95","Mesothelioma",-666,1
"RRM2",NA,"6241","Mero-95","Mesothelioma",-666,1
"SAP30BP",NA,"29115","Mero-95","Mesothelioma",-666,1
"SEC61A1",NA,"29927","Mero-95","Mesothelioma",-666,1
"SF1",NA,"7536","Mero-95","Mesothelioma",-666,1
"SF3B3",NA,"23450","Mero-95","Mesothelioma",-666,1
"SF3B5",NA,"83443","Mero-95","Mesothelioma",-666,1
"SMU1",NA,"55234","Mero-95","Mesothelioma",-666,1
"SNRNP200",NA,"23020","Mero-95","Mesothelioma",-666,1
"SNRPA1",NA,"6627","Mero-95","Mesothelioma",-666,1
"SNRPB",NA,"6628","Mero-95","Mesothelioma",-666,1
"SNRPD1",NA,"6632","Mero-95","Mesothelioma",-666,1
"SNRPD2",NA,"6633","Mero-95","Mesothelioma",-666,1
"SNRPF",NA,"6636","Mero-95","Mesothelioma",-666,1
"SPC24",NA,"147841","Mero-95","Mesothelioma",-666,1
"SRSF2",NA,"6427","Mero-95","Mesothelioma",-666,1
"SRSF3",NA,"6428","Mero-95","Mesothelioma",-666,1
"SRSF7",NA,"6432","Mero-95","Mesothelioma",-666,1
"SSU72",NA,"29101","Mero-95","Mesothelioma",-666,1
"SUPT6H",NA,"6830","Mero-95","Mesothelioma",-666,1
"TARS1",NA,"6897","Mero-95","Mesothelioma",-666,1
"TNPO3",NA,"23534","Mero-95","Mesothelioma",-666,1
"TSR2",NA,"90121","Mero-95","Mesothelioma",-666,1
"TXNL4A",NA,"10907","Mero-95","Mesothelioma",-666,1
"ANKLE2",NA,"23141","NO36","Mesothelioma",-666,1
"ATP2A2",NA,"488","NO36","Mesothelioma",-666,1
"ATP6V0C",NA,"527","NO36","Mesothelioma",-666,1
"BANF1",NA,"8815","NO36","Mesothelioma",-666,1
"BUD31",NA,"8896","NO36","Mesothelioma",-666,1
"CCT4",NA,"10575","NO36","Mesothelioma",-666,1
"CDC16",NA,"8881","NO36","Mesothelioma",-666,1
"CDC23",NA,"8697","NO36","Mesothelioma",-666,1
"CDC27",NA,"996","NO36","Mesothelioma",-666,1
"CDC45",NA,"8318","NO36","Mesothelioma",-666,1
"CDC5L",NA,"988","NO36","Mesothelioma",-666,1
"CSE1L",NA,"1434","NO36","Mesothelioma",-666,1
"DONSON",NA,"29980","NO36","Mesothelioma",-666,1
"EIF2S1",NA,"1965","NO36","Mesothelioma",-666,1
"EIF4A3",NA,"9775","NO36","Mesothelioma",-666,1
"ERH",NA,"2079","NO36","Mesothelioma",-666,1
"ETF1",NA,"2107","NO36","Mesothelioma",-666,1
"FAU",NA,"2197","NO36","Mesothelioma",-666,1
"H2BC11",NA,"8970","NO36","Mesothelioma",-666,1
"HNRNPK",NA,"3190","NO36","Mesothelioma",-666,1
"HSPE1",NA,"3336","NO36","Mesothelioma",-666,1
"KIF11",NA,"3832","NO36","Mesothelioma",-666,1
"KPNB1",NA,"3837","NO36","Mesothelioma",-666,1
"LRR1",NA,"122769","NO36","Mesothelioma",-666,1
"MTBP",NA,"27085","NO36","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","NO36","Mesothelioma",-666,1
"PCNA",NA,"5111","NO36","Mesothelioma",-666,1
"PHB2",NA,"11331","NO36","Mesothelioma",-666,1
"PHF5A",NA,"84844","NO36","Mesothelioma",-666,1
"PLK1",NA,"5347","NO36","Mesothelioma",-666,1
"POLR2B",NA,"5431","NO36","Mesothelioma",-666,1
"POLR2L",NA,"5441","NO36","Mesothelioma",-666,1
"PRPF19",NA,"27339","NO36","Mesothelioma",-666,1
"PRPF38A",NA,"84950","NO36","Mesothelioma",-666,1
"PRPF38B",NA,"55119","NO36","Mesothelioma",-666,1
"PRPF8",NA,"10594","NO36","Mesothelioma",-666,1
"PSMA1",NA,"5682","NO36","Mesothelioma",-666,1
"PSMA6",NA,"5687","NO36","Mesothelioma",-666,1
"PSMA7",NA,"5688","NO36","Mesothelioma",-666,1
"PSMB3",NA,"5691","NO36","Mesothelioma",-666,1
"PUF60",NA,"22827","NO36","Mesothelioma",-666,1
"RAD21",NA,"5885","NO36","Mesothelioma",-666,1
"RAN",NA,"5901","NO36","Mesothelioma",-666,1
"RPA1",NA,"6117","NO36","Mesothelioma",-666,1
"RPL10A",NA,"4736","NO36","Mesothelioma",-666,1
"RPL13",NA,"6137","NO36","Mesothelioma",-666,1
"RPL15",NA,"6138","NO36","Mesothelioma",-666,1
"RPL18",NA,"6141","NO36","Mesothelioma",-666,1
"RPL18A",NA,"6142","NO36","Mesothelioma",-666,1
"RPL21",NA,"6144","NO36","Mesothelioma",-666,1
"RPL23",NA,"9349","NO36","Mesothelioma",-666,1
"RPL27",NA,"6155","NO36","Mesothelioma",-666,1
"RPL31",NA,"6160","NO36","Mesothelioma",-666,1
"RPL32",NA,"6161","NO36","Mesothelioma",-666,1
"RPL4",NA,"6124","NO36","Mesothelioma",-666,1
"RPL5",NA,"6125","NO36","Mesothelioma",-666,1
"RPL8",NA,"6132","NO36","Mesothelioma",-666,1
"RPLP0",NA,"6175","NO36","Mesothelioma",-666,1
"RPS11",NA,"6205","NO36","Mesothelioma",-666,1
"RPS13",NA,"6207","NO36","Mesothelioma",-666,1
"RPS15A",NA,"6210","NO36","Mesothelioma",-666,1
"RPS18",NA,"6222","NO36","Mesothelioma",-666,1
"RPS19",NA,"6223","NO36","Mesothelioma",-666,1
"RPS2",NA,"6187","NO36","Mesothelioma",-666,1
"RPS27A",NA,"6233","NO36","Mesothelioma",-666,1
"RPS29",NA,"6235","NO36","Mesothelioma",-666,1
"RPS3",NA,"6188","NO36","Mesothelioma",-666,1
"RPS4X",NA,"6191","NO36","Mesothelioma",-666,1
"RPS5",NA,"6193","NO36","Mesothelioma",-666,1
"RPS6",NA,"6194","NO36","Mesothelioma",-666,1
"RPS7",NA,"6201","NO36","Mesothelioma",-666,1
"RPS8",NA,"6202","NO36","Mesothelioma",-666,1
"RPS9",NA,"6203","NO36","Mesothelioma",-666,1
"RRM1",NA,"6240","NO36","Mesothelioma",-666,1
"RRM2",NA,"6241","NO36","Mesothelioma",-666,1
"SARS1",NA,"6301","NO36","Mesothelioma",-666,1
"SF3B5",NA,"83443","NO36","Mesothelioma",-666,1
"SMU1",NA,"55234","NO36","Mesothelioma",-666,1
"SNRNP200",NA,"23020","NO36","Mesothelioma",-666,1
"SNRPA1",NA,"6627","NO36","Mesothelioma",-666,1
"SNRPB",NA,"6628","NO36","Mesothelioma",-666,1
"SNRPD1",NA,"6632","NO36","Mesothelioma",-666,1
"SNRPD2",NA,"6633","NO36","Mesothelioma",-666,1
"SNRPF",NA,"6636","NO36","Mesothelioma",-666,1
"SNU13",NA,"4809","NO36","Mesothelioma",-666,1
"SPC24",NA,"147841","NO36","Mesothelioma",-666,1
"SRSF2",NA,"6427","NO36","Mesothelioma",-666,1
"SRSF3",NA,"6428","NO36","Mesothelioma",-666,1
"SRSF7",NA,"6432","NO36","Mesothelioma",-666,1
"TARS1",NA,"6897","NO36","Mesothelioma",-666,1
"TXNL4A",NA,"10907","NO36","Mesothelioma",-666,1
"U2AF2",NA,"11338","NO36","Mesothelioma",-666,1
"UBA1",NA,"7317","NO36","Mesothelioma",-666,1
"UBL5",NA,"59286","NO36","Mesothelioma",-666,1
"VCP",NA,"7415","NO36","Mesothelioma",-666,1
"WDR43",NA,"23160","NO36","Mesothelioma",-666,1
"WEE1",NA,"7465","NO36","Mesothelioma",-666,1
"NUS1",NA,"116150","NO36","Mesothelioma",-666,1
"NUDT21",NA,"11051","NO36","Mesothelioma",-666,1
"SSU72",NA,"29101","NO36","Mesothelioma",-666,1
"DTL",NA,"51514","NO36","Mesothelioma",-666,1
"RPL19",NA,"6143","NO36","Mesothelioma",-666,1
"RPL27A",NA,"6157","NO36","Mesothelioma",-666,1
"RPL12",NA,"6136","NO36","Mesothelioma",-666,1
"SF1",NA,"7536","NO36","Mesothelioma",-666,1
"NDC80",NA,"10403","NO36","Mesothelioma",-666,1
"GINS1",NA,"9837","NO36","Mesothelioma",-666,1
"ANAPC4",NA,"29945","NO36","Mesothelioma",-666,1
"GPN3",NA,"51184","NO36","Mesothelioma",-666,1
"RPL14",NA,"9045","NO36","Mesothelioma",-666,1
"CDK7",NA,"1022","NO36","Mesothelioma",-666,1
"ANAPC11",NA,"51529","NO36","Mesothelioma",-666,1
"PHB",NA,"5245","NO36","Mesothelioma",-666,1
"SUPT6H",NA,"6830","NO36","Mesothelioma",-666,1
"POLR3A",NA,"11128","NO36","Mesothelioma",-666,1
"CLP1",NA,"10978","NO36","Mesothelioma",-666,1
"AARS1",NA,"16","NO36","Mesothelioma",-666,1
"POLR3K",NA,"51728","NO36","Mesothelioma",-666,1
"IMP3",NA,"55272","NO36","Mesothelioma",-666,1
"SF3A3",NA,"10946","NO36","Mesothelioma",-666,1
"RPAP1",NA,"26015","NO36","Mesothelioma",-666,1
"DDX18",NA,"8886","NO36","Mesothelioma",-666,1
"KIF23",NA,"9493","NO36","Mesothelioma",-666,1
"RPL36",NA,"25873","NO36","Mesothelioma",-666,1
"TIMELESS",NA,"8914","NO36","Mesothelioma",-666,1
"ZNF207",NA,"7756","NO36","Mesothelioma",-666,1
"RPS12",NA,"6206","NO36","Mesothelioma",-666,1
"RNGTT",NA,"8732","NO36","Mesothelioma",-666,1
"ANAPC11",NA,"51529","ONE58","Mesothelioma",-666,1
"ANAPC4",NA,"29945","ONE58","Mesothelioma",-666,1
"ANKLE2",NA,"23141","ONE58","Mesothelioma",-666,1
"ATP6V0C",NA,"527","ONE58","Mesothelioma",-666,1
"AURKB",NA,"9212","ONE58","Mesothelioma",-666,1
"BANF1",NA,"8815","ONE58","Mesothelioma",-666,1
"BUD31",NA,"8896","ONE58","Mesothelioma",-666,1
"CDC123",NA,"8872","ONE58","Mesothelioma",-666,1
"CDC16",NA,"8881","ONE58","Mesothelioma",-666,1
"CDC23",NA,"8697","ONE58","Mesothelioma",-666,1
"CDC27",NA,"996","ONE58","Mesothelioma",-666,1
"CDC45",NA,"8318","ONE58","Mesothelioma",-666,1
"CDC5L",NA,"988","ONE58","Mesothelioma",-666,1
"CDK1",NA,"983","ONE58","Mesothelioma",-666,1
"COPB2",NA,"9276","ONE58","Mesothelioma",-666,1
"DDX56",NA,"54606","ONE58","Mesothelioma",-666,1
"DONSON",NA,"29980","ONE58","Mesothelioma",-666,1
"EEF2",NA,"1938","ONE58","Mesothelioma",-666,1
"EIF2S1",NA,"1965","ONE58","Mesothelioma",-666,1
"EIF4A3",NA,"9775","ONE58","Mesothelioma",-666,1
"ETF1",NA,"2107","ONE58","Mesothelioma",-666,1
"FAU",NA,"2197","ONE58","Mesothelioma",-666,1
"FCF1",NA,"51077","ONE58","Mesothelioma",-666,1
"GINS1",NA,"9837","ONE58","Mesothelioma",-666,1
"GTF2B",NA,"2959","ONE58","Mesothelioma",-666,1
"HCFC1",NA,"3054","ONE58","Mesothelioma",-666,1
"HNRNPK",NA,"3190","ONE58","Mesothelioma",-666,1
"HSPE1",NA,"3336","ONE58","Mesothelioma",-666,1
"KIF11",NA,"3832","ONE58","Mesothelioma",-666,1
"KPNB1",NA,"3837","ONE58","Mesothelioma",-666,1
"LRR1",NA,"122769","ONE58","Mesothelioma",-666,1
"LSM2",NA,"57819","ONE58","Mesothelioma",-666,1
"LSM7",NA,"51690","ONE58","Mesothelioma",-666,1
"NUF2",NA,"83540","ONE58","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","ONE58","Mesothelioma",-666,1
"PCNA",NA,"5111","ONE58","Mesothelioma",-666,1
"PHB2",NA,"11331","ONE58","Mesothelioma",-666,1
"PHF5A",NA,"84844","ONE58","Mesothelioma",-666,1
"PLK1",NA,"5347","ONE58","Mesothelioma",-666,1
"POLR2B",NA,"5431","ONE58","Mesothelioma",-666,1
"POLR2C",NA,"5432","ONE58","Mesothelioma",-666,1
"POLR3A",NA,"11128","ONE58","Mesothelioma",-666,1
"PRELID1",NA,"27166","ONE58","Mesothelioma",-666,1
"PRPF19",NA,"27339","ONE58","Mesothelioma",-666,1
"PRPF38A",NA,"84950","ONE58","Mesothelioma",-666,1
"PRPF38B",NA,"55119","ONE58","Mesothelioma",-666,1
"PSMA1",NA,"5682","ONE58","Mesothelioma",-666,1
"PSMA2",NA,"5683","ONE58","Mesothelioma",-666,1
"PSMA3",NA,"5684","ONE58","Mesothelioma",-666,1
"PSMA4",NA,"5685","ONE58","Mesothelioma",-666,1
"PSMA6",NA,"5687","ONE58","Mesothelioma",-666,1
"PSMA7",NA,"5688","ONE58","Mesothelioma",-666,1
"PSMB2",NA,"5690","ONE58","Mesothelioma",-666,1
"PUF60",NA,"22827","ONE58","Mesothelioma",-666,1
"RAD21",NA,"5885","ONE58","Mesothelioma",-666,1
"RAN",NA,"5901","ONE58","Mesothelioma",-666,1
"RNGTT",NA,"8732","ONE58","Mesothelioma",-666,1
"RPA1",NA,"6117","ONE58","Mesothelioma",-666,1
"RPL10A",NA,"4736","ONE58","Mesothelioma",-666,1
"RPL11",NA,"6135","ONE58","Mesothelioma",-666,1
"RPL12",NA,"6136","ONE58","Mesothelioma",-666,1
"RPL14",NA,"9045","ONE58","Mesothelioma",-666,1
"RPL15",NA,"6138","ONE58","Mesothelioma",-666,1
"RPL18A",NA,"6142","ONE58","Mesothelioma",-666,1
"RPL19",NA,"6143","ONE58","Mesothelioma",-666,1
"RPL21",NA,"6144","ONE58","Mesothelioma",-666,1
"RPL23",NA,"9349","ONE58","Mesothelioma",-666,1
"RPL27",NA,"6155","ONE58","Mesothelioma",-666,1
"RPL31",NA,"6160","ONE58","Mesothelioma",-666,1
"RPL4",NA,"6124","ONE58","Mesothelioma",-666,1
"RPL5",NA,"6125","ONE58","Mesothelioma",-666,1
"RPL8",NA,"6132","ONE58","Mesothelioma",-666,1
"RPLP0",NA,"6175","ONE58","Mesothelioma",-666,1
"RPS12",NA,"6206","ONE58","Mesothelioma",-666,1
"RPS13",NA,"6207","ONE58","Mesothelioma",-666,1
"RPS15",NA,"6209","ONE58","Mesothelioma",-666,1
"RPS16",NA,"6217","ONE58","Mesothelioma",-666,1
"RPS18",NA,"6222","ONE58","Mesothelioma",-666,1
"RPS19",NA,"6223","ONE58","Mesothelioma",-666,1
"RPS2",NA,"6187","ONE58","Mesothelioma",-666,1
"RPS20",NA,"6224","ONE58","Mesothelioma",-666,1
"RPS23",NA,"6228","ONE58","Mesothelioma",-666,1
"RPS27A",NA,"6233","ONE58","Mesothelioma",-666,1
"RPS29",NA,"6235","ONE58","Mesothelioma",-666,1
"RPS3",NA,"6188","ONE58","Mesothelioma",-666,1
"RPS5",NA,"6193","ONE58","Mesothelioma",-666,1
"RPS6",NA,"6194","ONE58","Mesothelioma",-666,1
"RPS7",NA,"6201","ONE58","Mesothelioma",-666,1
"RPS8",NA,"6202","ONE58","Mesothelioma",-666,1
"RPS9",NA,"6203","ONE58","Mesothelioma",-666,1
"RRM1",NA,"6240","ONE58","Mesothelioma",-666,1
"RRM2",NA,"6241","ONE58","Mesothelioma",-666,1
"SARS1",NA,"6301","ONE58","Mesothelioma",-666,1
"SDE2",NA,"163859","ONE58","Mesothelioma",-666,1
"SEC61A1",NA,"29927","ONE58","Mesothelioma",-666,1
"SF1",NA,"7536","ONE58","Mesothelioma",-666,1
"SF3B5",NA,"83443","ONE58","Mesothelioma",-666,1
"SMU1",NA,"55234","ONE58","Mesothelioma",-666,1
"SNRNP200",NA,"23020","ONE58","Mesothelioma",-666,1
"SNRPA1",NA,"6627","ONE58","Mesothelioma",-666,1
"SNRPB",NA,"6628","ONE58","Mesothelioma",-666,1
"SNRPD1",NA,"6632","ONE58","Mesothelioma",-666,1
"SNRPF",NA,"6636","ONE58","Mesothelioma",-666,1
"SNU13",NA,"4809","ONE58","Mesothelioma",-666,1
"SRP54",NA,"6729","ONE58","Mesothelioma",-666,1
"SRSF3",NA,"6428","ONE58","Mesothelioma",-666,1
"SRSF7",NA,"6432","ONE58","Mesothelioma",-666,1
"TARS1",NA,"6897","ONE58","Mesothelioma",-666,1
"TXNL4A",NA,"10907","ONE58","Mesothelioma",-666,1
"UBL5",NA,"59286","ONE58","Mesothelioma",-666,1
"VCP",NA,"7415","ONE58","Mesothelioma",-666,1
"WEE1",NA,"7465","ONE58","Mesothelioma",-666,1
"WDR70",NA,"55100","ONE58","Mesothelioma",-666,1
"NSF",NA,"4905","ONE58","Mesothelioma",-666,1
"DARS1",NA,"1615","ONE58","Mesothelioma",-666,1
"TIMELESS",NA,"8914","ONE58","Mesothelioma",-666,1
"COPA",NA,"1314","ONE58","Mesothelioma",-666,1
"ISCU",NA,"23479","ONE58","Mesothelioma",-666,1
"RPS15A",NA,"6210","ONE58","Mesothelioma",-666,1
"DTL",NA,"51514","ONE58","Mesothelioma",-666,1
"ESPL1",NA,"9700","ONE58","Mesothelioma",-666,1
"POLD3",NA,"10714","ONE58","Mesothelioma",-666,1
"TOP2A",NA,"7153","ONE58","Mesothelioma",-666,1
"NUDT21",NA,"11051","ONE58","Mesothelioma",-666,1
"POLR2L",NA,"5441","ONE58","Mesothelioma",-666,1
"POLR1A",NA,"25885","ONE58","Mesothelioma",-666,1
"SSU72",NA,"29101","ONE58","Mesothelioma",-666,1
"VPS28",NA,"51160","ONE58","Mesothelioma",-666,1
